Time,RPx,RPy,RPz
20.33524,-12.10287,129.5481,-123.5537
21.35722,12.32474,-34.4585,35.12104
22.37942,20.48016,-75.62381,-4.771671
23.39145,-5.656189,0.9237671,-13.01951
24.41294,4.99765,71.86159,324.7672
25.43258,-21.69342,18.808,-7.45816
26.44444,-6.66925,14.3454,6.591736
27.46631,13.72241,-116.072,-267.649
28.47692,-3.562653,47.6646,-40.96439
29.49701,-17.41135,16.44501,-16.46489
30.51846,23.9278,-74.62534,62.88943
31.5298,12.27396,29.09659,-15.35812
32.55167,-30.16617,72.00456,274.2313
33.56213,-11.46457,-75.32243,-262.4341
34.57359,1.702881,-75.4884,79.3732
35.59592,30.08749,39.68935,-64.86697
36.61677,14.12006,132.9943,188.4868
37.63908,-7.940186,10.12033,17.9613
38.66043,-18.21097,40.7764,-47.21811
39.6825,35.56787,-31.06442,45.66498
Task,Time Taken
1,5.140641
2,6.921976
3,1.95475
4,4.675584
5,2.631212
6,4.898346
7,2.462383
8,5.187647
9,3.510921
10,3.023407
